Collecton Name,Request Name,Method,Url,Status,Code,Response Time,Response Size,Executed,Failed,Skippped,Request Body,Response Body
My Collection,New Request 1,GET,https://api.instantwebtools.net/v1/airlines/1,,,,,,,,helloworld
